word,meaning
on a large scale,"na. 大规模地
 大规模的；大批量；大量"
on account of,"na. 因为
 由于；为了；基于"
on an average,"na. 平均；一般说来
 平均起来；平均而言；按平均"
on and off,"na. 断断续续；偶尔；(航海)时而靠岸时而离岸地；不规则地
 断断续续地；开和关；断断续续的"
on behalf of,"na. 替；为…的利益
 代表；代表某人；以…名义"
on board,"na. 在船上；在车上；出垒
 到船上；上船；已装船"
on business,"na. 因公
 因事；出差办事；有事"
on condition that,"na. 在…的条件下
 在…条件下；条件是；如果"
on duty,"na. 在工作时间内；上班；值班
 值日；当班；在值班"
on foot,"na. 步行；在进行中；徒步
 走路；步行时；走路去"
on no account,"na. … on any account 决不
 无论如何；不论什么原因也不；绝对不"
on occasions, 不时地；有必要时；在…场合
on one's own,"na. 独自地；独立地；凭自己力量；主动地
 单独；靠自己；靠自己的力量"
on one's way to,
on purpose,"na. 故意；意欲
 故意地；有意；故意的"
on second thought,"adv. 经过重新考虑
 转念一想；进一步考虑后；再三考虑"
on the contrary,"na. 反之
 正相反；相反地；相反的"
on the other hand,"na. 从另一方面来说；在另一方面
 一方面…另一方面；但是；表示而另一方面"
on the spot,"na. 当场；立刻；用现货；(人)准备妥当
 在现场；在场；马上"
on the whole,"na. 整体上说
 总的来说；大体上；基本上"
on time,"na. 按时；及时
 准时；正点；准时地"
once and for all,"ph. 一劳永逸地
 最后一次；彻底地；只此一次"
one after another,"na. 一个又一个地；陆续；相继
 一个接一个；一个接一个地；先后"
or else,"na. 不然
 否则；要不然；否则，要不然"
out of bounds,"na. 越界；禁止…入内
 界外；出界；界外球"
out of control,"na. 失去控制
 失控；不受控制；过界"
out of date,"adj. 过时的；缺乏新信息的；陈腐的；失效的
 过期；过期的；过时了"
out of fear,"na. 吓得
 由于恐惧；出于恐惧；走出恐惧"
out of reach,"adj. 够不着的；无法连络的；超出范围的
 深入虎穴；够不到；回天乏术"
out of season,"na. 过时的；失去时机；过了旺季；在禁猎期
 过季的；不合时令的；不当令"
out of sight,"adv. 无影无踪
 看不见；战略高手；在视野之外"
out of the question,"adv. 不可能
 不可能的；毫无可能的；绝不可能"
out of work,"na. 失业；(机器等)有毛病
 失业了；失业的；没有工作"
over and over again,"na. 翻来覆去
 反复；一次又一次；反复地"
owe ... to ...,
owing to,"conj. 由于；因为
prep. 因为；由于
 归因于；由于…的原因；多亏"
part from,"na. 和…分手；放掉
 告别；离开；分离"
part with,"na. 跟…分别；解雇；卖掉(东西)
 放弃；割舍；辞退"
participate in,"v. 参加；分享
 参与；参加某事；参加例句"
pass away,"na. 消失；Vi. 经过；去；终止
 去世；逝世；过世"
pass by,"na. 经过；不过问；打…旁边过去；通用(…这个名字)
 路过；走过；忽略"
pass on ... to ...,
pay a visit to,"v. 访问；参观
 拜访；去参观；前往访问"
pay attention to,"na. 注意
 重视；对……注意；关心"
pay for,"na. 付开销；赔偿(损失)；(为某种过失)付出代价；吃亏
 付款；付钱；支付"
persist in,"v. 坚持
 固执；坚持不懈；坚持不懈，执意"
persuade ... into,
persuade ... out of,
pick up,"v. 拾起；探出；重新开始
 捡起；拿起；学会"
place emphasis on,"na. 着重在；加强(语气)
 强调；重视；以…为重心"
play a joke on,"v. 取笑
 捉弄；开……的玩笑；开某人的玩笑"
play a role, 扮演角色；起作用；发挥作用
play an important role, 起重要作用；起到重要作用；扮演重要的角色
play an important part in, 在…方面起重要作用；在……中起重要作用；在……起重要作用
plenty of,"na. 很多的
 许多；大量的；充足的"
point of view,"n. 观点；态度；意见；看法
 视角；视点；角度"
point out,"na. 指出
 指明；说明；指示"
pose a threat to, 对…有一种威胁；对……构成威胁；对……造成威胁
prefer ... to ...,
prepare for, 准备；为…作准备；为…做准备
prevent ... from doing,
prohibit ... from doing, 禁止某人做某事；禁止做
prove to be,"v. 证实
 证明为；证明是；经证明是"
provide ... with ...,
pull up,"v. 拔起；使…停下
 停车；上拉；阻止"
push forward, 奋力向前，推进; 迫使注意…; 提出…; 极力表现
put an end to,"na. 结束
 终止；废除；停止"
put aside,"na. “set aside”的变体
 储蓄；撇开；放在一边"
put away,"v. 把…收起来；储存
 放好；把……收起来；收好"
put forth,"na.  a feeler (用言语或动作)探听别人的反应
 提出；发表；努"
put in prison, 关进监狱；把……投入监狱；关押
put into effect,"na. 实行
 生效；实施；使生效"
put into practice,"na. 实行
 实施；付诸实施；落实"
put off,"na. 延期；辩解
 推迟；拖延；推延"
put on,"na. 假话
 穿上；上演；戴上"
put pressure on,"v. 对…施加压力
 给……施压；给……施加压力；增添压力"
quite a few,"na. 很多；许多；相当多
 不少；还不少；有相当数目的"
rather than,"na. 而不
 而不是；宁愿；与其"
reach for,"v. 伸手去取；伸手拉起
 伸手去拿；伸手拿东西；伸手去抓"
react to,"v. 对…有反应
 对…作出反应；对……反应；对……做出反应"
recover from,"v. 恢复
 痊愈；从……中恢复；从…恢复"
refer to,"v. 查阅；提到
 参考；涉及；谈到"
reflect on,"v. 考虑；回想
 反省；思考；仔细考虑"
rely on,"v. 依靠；信赖
 依赖；依仗；凭借"
remember to do, 记得去做某事；记得要去做某事；记住去做某事
remind of,"v. 提醒
 使记起；想起；使想起"
resort to,"na. 使用(武力)
 诉诸于；求助于；采取"
respond to,"v. 响应
 对…反应；回答；对…作出反应"
rest on,"na. 被支持在…上；(目光等)停留在…上
 依靠；依赖；被搁在"
restrain ... from doing,
result from,"v. 由于
 由...产生；起因于；由…引起"
result in,"na. 终于(失败)
 导致；结果是；造成"
right away,"na. 立刻
 马上；立即；立即，马上"
ring up,"v. 在收款机上结算；一段时间内收入或损失的钱；打电话给
 用收银机记录；给……打电话；把记入现金收入记录机"
rob ... of ...,
run a risk,"v. 冒险
 担风险；冒一次险；是固定搭配"
run across,"na. “Come across”的变体
 偶然碰见；穿过；不期而遇"
run for,"na. 去叫(…)；做…的候选人
 竞选；让…竞选；竞选职位"
run into,"na. 冲进；(河)注入(海)；撞上；到达
 偶遇；跑进；陷入"
run out of,"na. 用光…
 用完；用尽；耗尽"
run over,"v. 轧过；碾过；演练；排练
 辗过；溢出；浏览"
scold ... for ...,
search for,"na. 寻找；寻求；探求
 搜寻；搜索；搜查"
see sb. off,"na. 送行；送别；告别；赶走
 给…送行；为…送行；给某人送行"
see to it that, 保证；务必；务必要
see to sth.,
seek for,"na. 求；寻求；探究
 寻找；追求；企求"
sell out,"na. 卖完；脱销；背叛；欺骗
 售完；卖光；出卖"
send for,"na. 派人去叫；遣人去拿；乞求
 派人去请；派人去请，召唤；派人去拿"
separate ... from ...,
set a good example, 树立榜样；树立好榜样；树立好的榜样
set about,"na. 动手；开始；下手；着手
 散布；着手做某事；开始做"
set forth,"na. 公开；发行；公布；陈述
 阐明；提出；出发"
set free,"na. 释放；使游离
 放走；被释放；赦免"
set off,"na. 分；分割；划开；区划
 出发；动身；引起"
set up,"na. 建立；创立；发起；开办
 设立；设置；成立"
settle down,"na. 定居；成家；移居；平静下来
 安下心来；安定下来；安顿下来"
shake hands,"na. 握手
 握手言和；握握手；拉手"
share with,"un. 合伙；合住；承担；跟…看法一致
 分享；与…分享；共用"
show around,"v. 带…参观
 带……参观；四处参观；领…参观"
show off,"na. 卖弄；自以为是；趾高气扬；炫耀
 出风头；摆谱儿；使显眼"
show up,"na. 显眼；揭发；嘲笑；露面
 出现；出席；揭露"
single out,"v. 挑选出；精选出
 挑出；是选出，挑出的意思；脱颖而出"
slack off,"na. 松劲；偷工
 松懈；懈怠；偷懒"
so far,"na. 就是那么些；到现在为止；到目前(此地)为止；就此范围来说
 到目前为止；迄今为止；至今"
sooner or later,"na. 迟早；早晚
 迟早会的；或迟或早；迟早有一天"
speak ill of,"na. 诽谤；说…的坏话
 说坏话；诋毁；说别人的坏话"
speak out,"na. 大声讲；老老实实讲
 畅所欲言；大胆地说；大胆讲出"
specialise in,专门从事，专门研究；专门经营
spend ... in doing,
spend ... on sth.,
stand by,"na. 袖手旁观；站在旁边；待机；等待
 支持；待命；站在一边"
stand for,"na. 忍耐；忍受；主张；拥护
 代表；象征；代替"
stand in the way of,"na. 妨碍；阻住…的路
 阻住...的路；阻挠；影响"
stand on one's own feet,"un. 坚持…看法；独立
 自立；独立自主；自力更生"
stand out,"na. 突出；显著；不参加战争；抵抗到底
 显眼；引人注目；站出来"
stand up for,"na. 拥护
 支持；维护；坚持"
stare at,"na. 瞪着看
 凝视；盯着；盯着看"
starve to death, 饿死；快要饿死了；每年世界上会有许多人饿死
stay away from,"un. 退避三舍；回避；不要到…去；停止和…交往
 远离；与……保持距离；离…远点"
stay up late,"un. 整晚不睡；守着；迟睡
 熬夜；熬夜到很晚；熬夜到很迟"
stem from,"v. 出于；基于
 起源于；来自；源自"
step by step,"na. 一步一步；切切实实
 逐步地；循序渐进；一步一步地"
stick to,"na. 忠于
 坚持；粘住；遵守"
stop doing sth.,
stop to do sth.,
struggle for,"v. 争取
 为…而斗争；为…奋斗；为……斗争"
substitute for sth.,
succeed in,"v. 成功于
 在…成功；成功地做；取得成功"
succeed to,"v. 继承
 继承某物；继承头衔"
such as,"un. 例如；像；象…这样；诸如…之类
 比如；像这种的；像……那样的"
suffer from, 患（某种病），受（某种病痛）折磨; 因…而受罚; 闹; 罹
supply with,"v. 供给
 以……供给；把…提供；把……提供给"
suspect of, 怀疑；对……猜疑；猪八戒怀疑
sympathise with,
take ... by surprise,"v. 突然惊吓
 吃惊；袭取；突袭"
take ... by the hand, 握；拉某人的手
take ... for example,
take ... for granted,"v. 想当然
 认为…理所当然；视为当然；认为…是理所当然"
take ... into consideration,"v. 顾及
 考虑到；把……考虑进去；予以考虑"
take a chance,"na. 冒险一试
 碰运气；碰碰运气；给自己一次机会碰碰运气吧"
take a look at,"na. (仔细)看一看
 看一下；看一眼；看看"
take a risk,"na. 冒险；承保…的险；承受保险
 承担风险；先人一步冒险；冒风险"
take a spin, 兜风；抽一次奖
take a trip,"na. 旅行
 去旅行；旅游；作旅行"
take advantage of,"na. 乘；利用；欺骗；引诱(女人)
 占便宜；充分利用；对……加以利用"
take after,"na. 尾随；仿效；像
 象；长得像；与相像"
take away,"adj. 买回去的
 拿走；带走；外带"
take care of,"na. 照看；处理；清除
 照顾；照料；爱护"
take charge of,"na. 看守
 负责；担任；主管"
take courage,"na. 鼓起勇气
 拿出勇气；奋勇；需要勇气"
take hold of,"na. “Catch hold of”的变体
 抓住；掌握；握住"
